date,open,high,low,close,volume
2015-01-02,52.79655075073242,52.84687423706055,51.76132202148438,52.012939453125,2283400
2015-01-05,52.05607604980469,52.27893447875977,50.94895935058594,50.95614624023438,4418600
2015-01-06,51.30122375488281,51.329978942871094,49.877784729003906,50.33069610595703,5004400
2015-01-07,51.02084732055664,52.05607604980469,50.884254455566406,51.99856185913086,4554100
2015-01-08,52.40834045410156,53.040977478027344,52.36520385742188,52.90438461303711,4258200
2015-01-09,52.99065399169922,53.03378677368164,52.32207107543945,52.81092834472656,3687200
2015-01-12,52.58806610107422,52.818115234375,52.24299240112305,52.41552734375,3924400
2015-01-13,52.93313980102539,53.0194091796875,51.689430236816406,52.19985580444336,4612400
2015-01-14,51.26527786254883,52.50898742675781,51.17181777954102,51.98418426513672,5022200
2015-01-15,51.86196899414063,52.32925796508789,51.33716583251953,51.36592483520508,5393700
2015-01-16,51.27965545654297,52.12796401977539,50.984901428222656,52.07045364379883,4074600
2015-01-20,52.06326293945313,52.2214241027832,51.0064697265625,51.15025329589844,5162100
2015-01-21,50.89144515991211,51.48094940185547,50.76204299926758,51.40187072753906,3900900
2015-01-22,51.76132202148438,53.29259490966797,51.53845977783203,53.04816818237305,4975700
2015-01-23,53.12005615234375,53.87490844726562,53.0194091796875,53.27821731567383,4535900
2015-01-26,53.04816818237305,53.56578063964844,53.0265998840332,53.37167358398438,3141700
2015-01-27,52.73184585571289,53.19913864135742,52.638389587402344,52.78936004638672,4944000
2015-01-28,53.1488151550293,53.2278938293457,52.35082626342773,52.40834045410156,6663400
2015-01-29,52.22861099243164,53.41481018066406,52.04169845581055,53.39324188232422,4166800
2015-01-30,52.93313980102539,53.06254577636719,51.91948318481445,51.96261596679688,4350700
2015-02-02,52.07764053344727,52.37958145141602,50.682960510253906,52.28612518310547,4317200
2015-02-03,52.76060485839844,53.06254577636719,52.14953231811523,52.91876220703125,4622400
2015-02-04,52.68871307373047,53.3429183959961,52.68152236938477,52.9475212097168,5242500
2015-02-05,52.51617431640625,54.32781982421875,51.84040069580078,54.06182479858398,13024000
2015-02-06,53.846153259277344,53.86772155761719,52.84687423706055,53.1488151550293,6537000
2015-02-09,52.81092834472656,53.3501091003418,52.46585083007813,52.55931091308594,3891300
2015-02-10,52.84687423706055,53.37886428833008,52.51617431640625,53.25664901733398,3254600
2015-02-11,53.36448669433594,53.49388885498047,52.83968353271485,53.19194793701172,3146500
2015-02-12,53.40761947631836,53.846153259277344,52.77498245239258,53.77426147460938,3199500
2015-02-13,53.65205001831055,53.846153259277344,53.36448669433594,53.69518280029297,3667200
2015-02-17,53.544212341308594,54.78073501586914,53.39324188232422,54.67289733886719,5447900
2015-02-18,54.60100555419922,55.19770050048828,54.28468704223633,54.99640655517578,4808600
2015-02-19,55.046730041503906,55.29115676879883,54.61538314819336,55.11861801147461,3266900
2015-02-20,55.13299942016602,55.81595993041992,54.79511260986328,55.73688125610352,5423600
2015-02-23,55.90941619873047,56.29043960571289,55.43494033813477,55.67218017578125,3195200
2015-02-24,55.657798767089844,56.11790084838867,55.41337203979492,55.97412109375,2801700
2015-02-25,55.97412109375,56.82242965698242,55.73688125610352,56.764915466308594,3816900
2015-02-26,56.70021438598633,57.15312576293945,56.23292541503906,57.07404708862305,5327200
2015-02-27,56.95183181762695,59.28828048706055,56.67864990234375,58.3105697631836,13631600
2015-03-02,58.23148727416992,59.54708862304688,57.8576545715332,58.80661392211914,4698100
2015-03-03,58.23148727416992,58.67721176147461,57.59165954589844,58.59812927246094,6465900
2015-03-04,57.8576545715332,58.34651184082031,57.34723281860352,57.57009506225586,10754200
2015-03-05,57.562904357910156,58.13084030151367,57.26815414428711,57.88641357421875,4663300
2015-03-06,57.39755630493164,57.72106552124024,56.63551330566406,56.90869903564453,5866600
2015-03-09,56.9805908203125,57.49101257324219,56.93745422363281,57.10999298095703,3303600
2015-03-10,56.7721061706543,56.93026733398438,55.9669303894043,55.98849868774414,4432100
2015-03-11,55.71531295776367,56.21135711669922,54.92451477050781,54.99640655517578,6504000
2015-03-12,55.39899444580078,56.02444458007813,55.16894149780274,55.959739685058594,4022600
2015-03-13,56.31919479370117,56.31919479370117,55.20488739013672,55.72250366210938,3650100
2015-03-16,56.11790084838867,56.41265106201172,55.87347412109375,56.21135711669922,4414700
2015-03-17,56.13227844238281,56.27606201171875,55.90941619873047,55.97412109375,3957800
2015-03-18,56.053199768066406,57.02372360229492,55.72969055175781,56.75053787231445,3715500
2015-03-19,56.6498908996582,56.93026733398438,56.42703247070313,56.60675811767578,4287700
2015-03-20,56.94464492797852,57.51258087158203,56.70021438598633,56.94464492797852,9703700
2015-03-23,56.9734001159668,57.5772819519043,56.87275314331055,56.98777770996094,4805300
2015-03-24,57.15312576293945,57.77138900756836,57.15312576293945,57.63479614257813,6333300
2015-03-25,57.87203598022461,57.87203598022461,56.87275314331055,56.90150833129883,4799300
2015-03-26,56.455787658691406,56.92307662963867,56.23292541503906,56.47016525268555,3606400
2015-03-27,56.51329803466797,56.84399795532226,56.20417022705078,56.29762649536133,2709300
2015-03-30,56.33357238769531,57.21063995361328,56.33357238769531,57.08842468261719,2802100
2015-03-31,56.94464492797852,57.39036560058594,56.59238052368164,56.59238052368164,3332000
2015-04-01,56.54205703735352,56.71459197998047,56.18260192871094,56.67864990234375,3763900
2015-04-02,56.80805206298828,57.4550666809082,56.41984176635742,57.361610412597656,4933800
2015-04-06,57.12437057495117,57.8648452758789,56.90150833129883,57.31847763061523,3481800
2015-04-07,57.33285522460938,57.43350219726562,56.19697952270508,56.28324890136719,6053300
2015-04-08,56.53486633300781,56.72897338867188,56.01725387573242,56.29043960571289,4377600
2015-04-09,56.10352325439453,56.7721061706543,56.08195495605469,56.73616027832031,5520000
2015-04-10,56.757728576660156,57.59165954589844,56.60675811767578,57.52695846557617,3395500
2015-04-13,57.33285522460938,58.37527084350586,57.04529190063477,58.03019332885742,6024200
2015-04-14,57.69230651855469,57.764198303222656,57.01653671264648,57.23939514160156,3936500
2015-04-15,57.49101257324219,57.82889938354492,57.21063995361328,57.22501754760742,3720300
2015-04-16,57.21783065795898,58.05176162719727,57.0596694946289,57.14593887329102,4174600
2015-04-17,56.764915466308594,57.52695846557617,56.60675811767578,57.33285522460938,5723400
2015-04-20,57.85046768188477,58.468727111816406,57.562904357910156,58.29618835449219,4087300
2015-04-21,58.22430038452149,58.33213424682617,57.72106552124024,58.12365341186523,6560700
2015-04-22,60.03594589233398,61.32278823852539,59.28109359741211,60.41696548461914,17868500
2015-04-23,60.27318572998047,60.70452880859375,59.9209213256836,60.43853378295898,6313700
2015-04-24,60.56793594360352,62.65276718139648,60.44572067260742,62.6168212890625,10596200
2015-04-27,62.6168212890625,62.84687423706055,62.10639953613281,62.26455688476562,5419700
2015-04-28,62.03450775146485,62.71746826171875,61.74694442749024,62.42990493774414,4204100
2015-04-29,62.02731704711914,62.37958145141602,61.86196899414063,62.00575256347656,3999900
2015-04-30,61.86915969848633,62.40834045410156,61.54565048217773,61.79726791381836,3588300
2015-05-01,62.18547821044922,66.13227844238281,62.15672302246094,66.06757354736328,23842700
2015-05-04,66.10352325439453,67.67073822021484,65.40618133544922,65.42774963378906,14124900
2015-05-05,64.92451477050781,65.13299560546875,64.57943725585939,64.69446563720703,6820600
2015-05-06,64.88137817382811,65.00359344482422,63.88928985595703,64.13372039794922,4096700
2015-05-07,64.28469085693361,65.08267211914061,63.939613342285156,64.79511260986328,4677500
2015-05-08,65.42056274414061,65.96692657470703,64.60819244384766,64.61538696289061,6767600
2015-05-11,64.67289733886719,65.07548522949219,64.44284820556639,64.51473999023439,6062800
2015-05-12,64.14090728759766,65.33428955078125,64.04026031494139,64.98202514648439,4013300
2015-05-13,64.79511260986328,65.32710266113281,64.47879028320311,64.6297607421875,2345500
2015-05-14,64.9676513671875,65.233642578125,64.52911376953125,64.71603393554689,2787700
2015-05-15,65.94536590576172,67.649169921875,65.49245452880861,67.54852294921875,8643600
2015-05-18,67.43350219726561,68.20992279052734,66.82243347167969,67.28253173828125,5122700
2015-05-19,67.47663879394531,68.26024627685547,67.10999298095703,67.80014038085939,6642400
2015-05-20,68.26024627685547,68.94320678710939,67.68511962890625,68.20992279052734,4932400
2015-05-21,67.95830535888672,68.02300262451172,66.95902252197266,67.17469787597656,4710300
2015-05-22,67.12437438964844,67.16031646728516,65.58590698242189,65.80876922607422,7836600
2015-05-26,65.76563262939453,66.29043579101561,65.20488739013672,65.80876922607422,4183000
2015-05-27,66.52049255371094,66.75772857666016,65.88066101074219,66.12509155273439,4778900
2015-05-28,66.10352325439453,66.27606201171875,65.52120971679689,65.99568939208984,3937000
2015-05-29,65.83033752441406,65.98849487304689,64.55068206787111,64.78073120117189,5159400
2015-06-01,64.60100555419922,65.29834747314453,64.37095642089844,64.89575958251953,3448200
2015-06-02,64.85980987548828,65.25521087646484,64.53630828857422,64.60819244384766,3006300
2015-06-03,65.11142730712889,66.32638549804689,64.70165252685547,65.81595611572266,6914300
2015-06-04,65.24083709716797,65.49245452880861,64.84543609619139,65.07548522949219,3295800
2015-06-05,64.9676513671875,65.52839660644531,64.82386779785156,65.26959228515625,2233600
2015-06-08,65.09705352783203,65.71530914306639,65.01797485351561,65.06110382080078,3706100
2015-06-09,64.9676513671875,65.27677917480469,64.82386779785156,65.12580871582031,2383600
2015-06-10,65.04673004150389,65.96692657470703,65.04673004150389,65.85190582275389,2528900
2015-06-11,66.06038665771484,66.20417022705078,65.56433868408203,65.65779876708984,1651200
2015-06-12,65.46369171142578,65.73687744140625,65.31991577148439,65.49964141845703,3082800
2015-06-15,65.01797485351561,65.44931793212889,64.75916290283203,65.33428955078125,1689000
2015-06-16,65.25521087646484,66.038818359375,65.25521087646484,66.01006317138672,2982000
2015-06-17,65.84471893310547,65.98849487304689,65.22645568847656,65.63623046875,2598300
2015-06-18,65.73687744140625,67.09561157226561,65.65061187744139,66.62832641601561,2797100
2015-06-19,66.41265106201172,66.63551330566406,66.30481719970703,66.33357238769531,2845200
2015-06-22,66.58518981933594,67.05966949462889,66.23292541503906,66.44140625,3463400
2015-06-23,66.71459197998047,66.77210998535156,66.05319976806639,66.16103363037111,2330200
2015-06-24,66.18260192871094,66.21135711669922,65.75844573974611,65.78720092773439,3475400
2015-06-25,66.02444458007811,66.13227844238281,65.56433868408203,65.69374847412111,3344500
2015-06-26,65.93817138671875,66.90151214599611,65.83033752441406,66.67864990234375,3004400
2015-06-29,65.99568939208984,66.26168060302734,64.29906463623047,64.42127990722656,4646600
2015-06-30,64.98202514648439,65.04673004150389,64.16966247558594,64.75916290283203,3985600
2015-07-01,65.49964141845703,66.42703247070311,65.4349365234375,65.91660308837889,4283100
2015-07-02,66.06757354736328,66.44140625,65.233642578125,65.81595611572266,2807000
2015-07-06,65.14019012451172,65.49245452880861,64.87419128417969,65.18331909179689,3266400
2015-07-07,65.41336822509766,65.41336822509766,63.6304817199707,64.62257385253906,8990700
2015-07-08,63.26383972167969,63.58015823364258,61.23651885986328,62.63119888305664,10849600
2015-07-09,63.6304817199707,64.59381866455078,63.16319274902344,63.25664901733398,7285700
2015-07-10,64.11215209960939,65.44931793212889,63.75988388061523,65.31991577148439,6960100
2015-07-13,65.70812225341797,66.376708984375,65.11862182617189,65.49964141845703,5899700
2015-07-14,65.3702392578125,66.25449371337889,65.11142730712889,66.13227844238281,8115200
2015-07-15,65.46369171142578,65.46369171142578,62.91157531738281,63.89647674560547,13730800
2015-07-16,64.34220123291016,64.58663177490234,63.11286926269531,63.443565368652344,5223900
2015-07-17,63.27821731567383,63.45075607299805,62.81092834472656,63.17757034301758,5215500
2015-07-20,63.26383972167969,63.7526969909668,62.85406112670898,63.35729598999024,3118000
2015-07-21,63.4291877746582,63.8389663696289,63.15600204467773,63.70956039428711,3139000
2015-07-22,63.37167358398438,64.64414215087889,63.27821731567383,64.20560455322266,4471500
2015-07-23,64.01150512695311,64.14809417724611,62.96908569335938,63.134437561035156,4865000
2015-07-24,63.4219970703125,63.58734893798828,62.09920883178711,62.3364486694336,3697800
2015-07-27,61.77569961547852,62.09202194213867,61.34435653686523,61.8116455078125,5210800
2015-07-28,62.22861099243164,62.64558029174805,61.63910675048828,62.50898742675781,2785800
2015-07-29,62.65276718139648,63.45075607299805,62.45147323608398,63.09849166870117,2933700
