city,date,product,prodcode,quantity,weight_lb,price_usd
Atlanta,Jan 23,Banana,4011,346,7.888167917868123,1.9439297745819206
Atlanta,Jan 23,Apple (Gala),4134,455,15.809464450180531,1.7745479275588878
Atlanta,Jan 23,Orange,4012,486,7.1073139636777345,3.0909819334163333
Atlanta,Jan 23,Apple (Fuji),4131,389,11.074005279643462,0.9797184378956445
Atlanta,Jan 23,Tomato,4796,399,14.149962393939497,2.6129776981659236
Atlanta,Jan 23,Corn,4078,217,14.17119584050961,1.3812866145861336
Atlanta,Jan 23,Onion,4159,402,16.145290321763607,1.5401658780872822
Atlanta,Jan 23,Strawberries,4323,451,21.564351075934248,2.5377117437426935
Atlanta,Jan 23,Tomato,4796,145,18.56097732204944,0.7847675876808353
Atlanta,Jan 23,Apple (Fuji),4131,131,6.517796256253496,0.8943335153860972
Atlanta,Jan 23,Apricot,3302,414,15.811432520626115,3.190853688993957
Atlanta,Jan 23,Banana,4011,386,19.53234487399459,2.780610523547512
Atlanta,Jan 23,Mushroom,4650,500,5.1286674254573885,1.850490980676841
Atlanta,Jan 23,Orange,4012,320,18.5783757168334,2.814537109935191
Atlanta,Jan 23,Mushroom,4650,230,21.907681697933004,0.719493813533336
Atlanta,Jan 23,Orange,4012,339,7.349203452887014,2.665039316529874
Atlanta,Jan 23,Lychee,4309,226,5.716474316874519,1.84658601176925
Atlanta,Jan 23,Pear,4412,318,4.074757465999574,0.642259566357825
Atlanta,Jan 23,Lychee,4309,354,9.457765414146706,2.551484675216489
Atlanta,Jan 23,Lemon,4958,248,10.979644265864046,0.9799127603298985
Atlanta,Jan 23,Lemon,4958,267,20.167012618575246,1.2273097804398276
Atlanta,Jan 23,Grapes,4272,450,8.413199042109774,1.2287273307563737
Atlanta,Jan 23,Onion,4159,470,12.110933693964036,2.4759779636631722
Atlanta,Jan 23,Grapes,4272,152,9.935871550254525,2.7112668509478683
Atlanta,Jan 23,Peach,4404,313,6.451728417817503,1.0754004254820757
Atlanta,Jan 23,Mushroom,4650,120,19.839736387552694,3.2472285765805284
Atlanta,Jan 23,Onion,4159,288,6.056706849159673,2.049298644019291
Atlanta,Jan 23,Apple (Fuji),4131,239,7.967652605846525,0.7632214643061161
Atlanta,Jan 23,Lemon,4958,409,3.668780130473897,2.143077035737224
Atlanta,Jan 23,Tomato,4796,132,2.5429094204679132,0.9361926930840128
Atlanta,Jan 23,Tomato,4796,191,5.724824153399095,2.005101151368581
Atlanta,Jan 23,Apricot,3302,169,6.572202087100596,1.4888866979861632
Atlanta,Jan 23,Banana,4011,224,19.81334001594223,0.8277965980349109
Atlanta,Jan 23,Peach,4404,318,9.682687368150802,1.875221817183774
Atlanta,Jan 23,Kiwi,4030,250,8.598853973299265,1.3721757196588442
Atlanta,Jan 23,Eggplant,4081,444,15.107724075205626,1.3389427340123803
Atlanta,Jan 23,Kiwi,4030,212,12.563709033885972,0.8910164945526049
Atlanta,Jan 23,Cucumber,4062,136,2.9559586230199786,1.4718361564562656
Atlanta,Jan 23,Apple (Gala),4134,278,10.32372417813167,2.7410789475659842
Atlanta,Jan 23,Mushroom,4650,124,17.49686768488027,0.9561046349233948
Atlanta,Jan 23,Corn,4078,193,14.529690602747724,0.7714436779613607
Atlanta,Jan 23,Apple (Gala),4134,261,21.984285950334744,1.8089339582482353
Atlanta,Jan 23,Banana,4011,394,15.360485608223827,2.942939351848327
Atlanta,Jan 23,Cucumber,4062,141,15.138194174552337,1.1193666320876219
Atlanta,Jan 23,Onion,4159,304,7.537266833847389,0.8901196848717519
Atlanta,Jan 23,Pear,4412,190,13.738943944638596,3.0213355305721055
Atlanta,Jan 23,Banana,4011,200,14.426367939310149,1.0517680990858935
Atlanta,Jan 23,Apricot,3302,231,7.035970438458026,0.6446739233913832
Atlanta,Jan 23,Cucumber,4062,222,9.714517477387563,1.4477926984080114
Atlanta,Jan 23,Orange,4012,191,8.905775732314215,2.1694254505680877
Atlanta,Jan 23,Eggplant,4081,260,8.654231048794465,2.4425997474580075
Atlanta,Jan 23,Apple (Fuji),4131,403,20.128743776911872,1.3433153928024695
Atlanta,Jan 23,Peach,4404,484,3.996308826096356,0.7023801380535588
Atlanta,Jan 23,Corn,4078,447,18.570360906235877,2.8085270976414907
Atlanta,Jan 23,Apple (Gala),4134,458,11.02207547724247,2.1205031082034114
Atlanta,Jan 23,Banana,4011,298,11.999442456429826,2.5536336088087412
Atlanta,Jan 23,Apple (Gala),4134,346,2.3631789571605624,2.4034078025841157
Atlanta,Jan 23,Apricot,3302,193,6.149797384766862,0.8096454763552174
Atlanta,Jan 23,Onion,4159,297,13.731205773726106,2.0944853444932963
Atlanta,Jan 23,Lychee,4309,276,5.72658345787786,0.6307994793285616
Atlanta,Jan 23,Tomato,4796,476,20.82421694546938,2.6241586699150505
Atlanta,Jan 23,Orange,4012,220,14.463018875848503,1.8382070494815708
Atlanta,Jan 23,Eggplant,4081,354,9.951198452804238,2.8724628633470277
Atlanta,Jan 23,Eggplant,4081,226,12.06919229310006,2.1036313967895697
Atlanta,Jan 23,Corn,4078,403,17.09715961646289,2.2229861709754917
Atlanta,Jan 23,Apple (Fuji),4131,442,19.847675869986418,2.758316364383791
Atlanta,Jan 23,Orange,4012,215,10.830255830194801,0.6229012828087435
Atlanta,Jan 23,Mushroom,4650,127,14.788395523279906,1.3325634717009962
Atlanta,Jan 23,Apple (Fuji),4131,118,12.869035845808686,1.1929334378917702
Atlanta,Jan 23,Orange,4012,391,16.05000381805003,2.825521903706249
Atlanta,Jan 23,Banana,4011,221,7.507657476328314,0.5882190867094323
Atlanta,Jan 23,Eggplant,4081,359,2.778096348885447,3.10578615795821
Atlanta,Jan 23,Avocado,4225,123,21.85412641610019,2.1989980501355606
Atlanta,Jan 23,Kiwi,4030,122,4.8942675979807975,2.882296796725132
Atlanta,Jan 23,Apple (Fuji),4131,171,19.39795761341229,2.5843715180642906
Atlanta,Jan 23,Apple (Gala),4134,136,10.447432196279989,2.841374113527127
Atlanta,Jan 23,Banana,4011,143,19.947275040159003,3.117450254922733
Atlanta,Jan 23,Orange,4012,466,7.332545307138935,1.1246612336370163
Atlanta,Jan 23,Mushroom,4650,381,7.061414531152696,1.1128375202068128
Atlanta,Jan 23,Cucumber,4062,343,7.926570778200404,1.5023491735453718
Atlanta,Jan 23,Peach,4404,193,10.623460769001396,0.9952307835454122
Atlanta,Jan 23,Pear,4412,428,7.1915912746917465,2.1327707403223033
Atlanta,Jan 23,Lemon,4958,117,13.110241217911245,2.121492976159789
Atlanta,Jan 23,Apple (Fuji),4131,164,14.270033532381058,2.65229481413262
Atlanta,Jan 23,Kiwi,4030,357,18.74527881727554,1.4491197163704783
Atlanta,Jan 23,Apple (Fuji),4131,437,12.40988736981526,2.230328676302452
Atlanta,Jan 23,Pear,4412,381,10.114674933161588,0.7307483116863296
