city,date,product,prodcode,quantity,weight_lb,price_usd
Chicago,Jan 23,Strawberries,4323,465,16.092816349444913,1.9896876265527683
Chicago,Jan 23,Grapes,4272,158,6.501502686832101,1.5791420369176195
Chicago,Jan 23,Cucumber,4062,151,19.088863941514866,0.5536963738966734
Chicago,Jan 23,Pear,4412,420,13.581891679670663,2.925976843002718
Chicago,Jan 23,Kiwi,4030,320,11.050375111261383,2.504665708297398
Chicago,Jan 23,Apple (Fuji),4131,184,10.295239335484803,1.2627459650509991
Chicago,Jan 23,Onion,4159,489,7.3099971674382695,2.355318411148619
Chicago,Jan 23,Pear,4412,409,7.698907791823149,3.2748833570047284
Chicago,Jan 23,Strawberries,4323,222,13.62645672033541,2.57379703510087
Chicago,Jan 23,Cucumber,4062,248,17.87454120046459,2.58408199432306
Chicago,Jan 23,Banana,4011,261,14.954982014931739,2.897666871210095
Chicago,Jan 23,Apricot,3302,327,3.9026483181398364,3.0961620060377757
Chicago,Jan 23,Peach,4404,418,7.102682328084485,0.6914597223047168
Chicago,Jan 23,Strawberries,4323,106,12.650716658914464,1.6715215829433874
Chicago,Jan 23,Lychee,4309,279,11.952417623903603,1.835757517151069
Chicago,Jan 23,Mushroom,4650,371,20.310197932086886,3.2290081351646225
Chicago,Jan 23,Peach,4404,114,20.15988093619235,1.393952450377401
Chicago,Jan 23,Avocado,4225,250,19.473621005984025,2.3753283497761006
Chicago,Jan 23,Grapes,4272,486,12.036081162514167,1.9272065310040492
Chicago,Jan 23,Grapes,4272,214,6.294742846395821,2.8621349180000837
Chicago,Jan 23,Cucumber,4062,122,21.563119243783877,3.2773056324338543
Chicago,Jan 23,Lychee,4309,105,12.123623603675515,1.927904444059823
Chicago,Jan 23,Apple (Fuji),4131,369,3.6204560392536225,2.383075990492944
Chicago,Jan 23,Onion,4159,500,15.983923260495068,2.4420036280760544
Chicago,Jan 23,Corn,4078,268,7.6332153310533615,2.815986920334399
Chicago,Jan 23,Onion,4159,241,18.667607873817907,2.502772482472938
Chicago,Jan 23,Pear,4412,418,14.117214189283551,1.9964413360692563
Chicago,Jan 23,Corn,4078,113,19.626093194121495,1.6873679251992144
Chicago,Jan 23,Pear,4412,295,6.578030407847837,0.9427030228660442
Chicago,Jan 23,Grapes,4272,304,13.016906649479644,3.1534202944720167
Chicago,Jan 23,Blueberries,4240,231,11.053101101052016,3.2702407153090465
Chicago,Jan 23,Blueberries,4240,472,13.464593544276433,2.1260599964414726
Chicago,Jan 23,Orange,4012,252,13.300911229941995,1.998386501753703
Chicago,Jan 23,Corn,4078,119,6.055463639413938,1.6440411000628956
Chicago,Jan 23,Kiwi,4030,139,18.094770085392522,3.290582776430529
Chicago,Jan 23,Apple (Gala),4134,257,5.146073956973851,0.8899581859703176
Chicago,Jan 23,Tomato,4796,414,6.896148209366948,2.462252120615449
Chicago,Jan 23,Mushroom,4650,420,11.125890277000146,1.9303884659428152
Chicago,Jan 23,Cucumber,4062,452,4.201653437502682,1.840236488741357
Chicago,Jan 23,Apricot,3302,138,14.406633670721204,3.134372528304812
Chicago,Jan 23,Apricot,3302,405,17.937579048797488,1.9840130310156385
Chicago,Jan 23,Lemon,4958,233,4.485446439869702,2.6621025400352667
Chicago,Jan 23,Apple (Gala),4134,439,19.533689753711226,1.0456969191553072
Chicago,Jan 23,Onion,4159,320,2.4745692162308845,3.2240442129084843
Chicago,Jan 23,Apricot,3302,274,19.748675305163488,2.684766042698175
Chicago,Jan 23,Blueberries,4240,353,20.286437806487086,1.7948220308288
Chicago,Jan 23,Tomato,4796,311,21.86573384073563,2.2466671064728874
Chicago,Jan 23,Avocado,4225,140,16.018787412066015,1.1443557189311833
Chicago,Jan 23,Pear,4412,193,15.74418619289063,2.251173791487236
Chicago,Jan 23,Kiwi,4030,145,4.462723680818454,2.317013428383507
Chicago,Jan 23,Lychee,4309,433,8.950275411736222,2.9685353065258826
Chicago,Jan 23,Pear,4412,424,8.187389165442438,0.957714890956413
